Año Comercial;Region del domicilio o casa matriz;Provincia del domicilio o casa matriz;Comuna del domicilio o casa matriz;Actividad economica;Glosa actividad economica;Número de empresas;Ventas anuales en UF;Trabajadores dependientes informados ponderados;Renta neta informada;Trabajadores a honorarios ponderados por meses trabajados;Honorarios pagados informados;COD_ACT;ACT;CUT_comuna;ACT Prioritaria;
2019;Región de La Araucanía;Cautín;Loncoche;771000;Alquiler de vehículos automotores sin chofer;10;*;1,250;*;2;*;7;Alquiler de equipos de transporte;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;1;*;0,000;*;0;*;9;Actividades culturales;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;900009;Otras actividades creativas, artísticas y de entretenimiento n.c.p.;1;*;0,000;*;0;*;9;Actividades culturales;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;931109;Gestión de otras instalaciones deportivas n.c.p.;1;*;1,583;*;2;*;10;Actividades deportivas y recreativas;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;931909;Otras actividades deportivas n.c.p.;2;*;0,000;*;1;*;10;Actividades deportivas y recreativas;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";4;*;8,167;*;1;*;10;Actividades deportivas y recreativas;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;932909;Otras actividades de esparcimiento y recreativas n.c.p.;5;*;1,000;*;1;*;10;Actividades deportivas y recreativas;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;9;*;0,000;*;2;*;11;Comercio al por menor de bienes característicos del turismo;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;4;*;2,000;*;4;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;10;*;4,750;*;4;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9109;NO;
2019;Región de La Araucanía;Cautín;Loncoche;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;1;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9109;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;551001;Actividades de hoteles;4;*;5,083;*;3;*;1;Alojamiento turístico;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;551003;Actividades de residenciales para turistas;3;*;0,000;*;0;*;1;Alojamiento turístico;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;559001;Actividades de residenciales para estudiantes y trabajadores;1;*;0,000;*;1;*;1;Alojamiento turístico;9110;NO;
2019;Región de La Araucanía;Cautín;Melipeuco;559009;Otras actividades de alojamiento n.c.p.;22;4.662,84;9,000;867,7670;5;298,832;1;Alojamiento turístico;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;561000;Actividades de restaurantes y de servicio móvil de comidas;18;9.145,29;2,417;180,9440;2;23,909;2;Actividades de provisión de alimentos y bebidas;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";4;*;0,000;*;4;*;2;Actividades de provisión de alimentos y bebidas;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;492210;Servicios de transporte de escolares;3;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;9110;NO;
2019;Región de La Araucanía;Cautín;Melipeuco;492220;Servicios de transporte de trabajadores;3;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;9110;NO;
2019;Región de La Araucanía;Cautín;Melipeuco;492240;Servicios de transporte a turistas;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;6;*;5,917;*;1;*;4;Transporte de pasajeros por carretera;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;791100;Actividades de agencias de viajes;4;*;0,000;*;0;*;8;Actividades de agencias de viajes y de otros servicios de reservas;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;791200;Actividades de operadores turísticos;1;*;0,000;*;0;*;8;Actividades de agencias de viajes y de otros servicios de reservas;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;772100;Alquiler y arrendamiento de equipo recreativo y deportivo;2;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;931909;Otras actividades deportivas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";1;*;1,333;*;1;*;10;Actividades deportivas y recreativas;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;932909;Otras actividades de esparcimiento y recreativas n.c.p.;3;*;0,000;*;2;*;10;Actividades deportivas y recreativas;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;3;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;9110;SI;
2019;Región de La Araucanía;Cautín;Melipeuco;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;2;*;3,000;*;1;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9110;NO;
2019;Región de La Araucanía;Cautín;Nueva Imperial;559001;Actividades de residenciales para estudiantes y trabajadores;5;*;3,333;*;1;*;1;Alojamiento turístico;9111;NO;
2019;Región de La Araucanía;Cautín;Nueva Imperial;559009;Otras actividades de alojamiento n.c.p.;13;7.791,57;1,000;79,0320;3;126,029;1;Alojamiento turístico;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;561000;Actividades de restaurantes y de servicio móvil de comidas;64;24.924,56;18,500;1.516,6810;18;273,883;2;Actividades de provisión de alimentos y bebidas;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";8;*;1,000;*;2;*;2;Actividades de provisión de alimentos y bebidas;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;2;*;0,000;*;0;*;2;Actividades de provisión de alimentos y bebidas;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;563009;Otras actividades de servicio de bebidas n.c.p.;1;*;0,000;*;0;*;2;Actividades de provisión de alimentos y bebidas;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;492210;Servicios de transporte de escolares;15;15.041,02;12,500;1.280,7550;4;639,497;4;Transporte de pasajeros por carretera;9111;NO;
2019;Región de La Araucanía;Cautín;Nueva Imperial;492220;Servicios de transporte de trabajadores;5;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9111;NO;
2019;Región de La Araucanía;Cautín;Nueva Imperial;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;4;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;492240;Servicios de transporte a turistas;9;*;1,000;*;0;*;4;Transporte de pasajeros por carretera;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;492250;Transporte de pasajeros en buses interurbanos;2;*;1,000;*;0;*;4;Transporte de pasajeros por carretera;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;14;2.969,65;0,083;0,7060;2;7,889;4;Transporte de pasajeros por carretera;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;771000;Alquiler de vehículos automotores sin chofer;7;*;0,000;*;0;*;7;Alquiler de equipos de transporte;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;791100;Actividades de agencias de viajes;1;*;0,000;*;0;*;8;Actividades de agencias de viajes y de otros servicios de reservas;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;3;*;0,000;*;0;*;9;Actividades culturales;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;900003;Actividades de artistas realizadas de forma independiente: actores, músicos, escritores, entre otros;1;*;0,000;*;0;*;9;Actividades culturales;9111;NO;
2019;Región de La Araucanía;Cautín;Nueva Imperial;772100;Alquiler y arrendamiento de equipo recreativo y deportivo;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;931109;Gestión de otras instalaciones deportivas n.c.p.;2;*;0,000;*;11;*;10;Actividades deportivas y recreativas;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;931901;Promoción y organización de competencias deportivas;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;932100;Actividades de parques de atracciones y parques temáticos;2;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";4;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;932909;Otras actividades de esparcimiento y recreativas n.c.p.;10;*;2,917;*;0;*;10;Actividades deportivas y recreativas;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;9;*;0,000;*;1;*;11;Comercio al por menor de bienes característicos del turismo;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;3;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9111;SI;
2019;Región de La Araucanía;Cautín;Nueva Imperial;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;14;22.839,39;6,167;1.176,1040;6;611,095;12;Actividades relacionadas con segundos hogares y multipropiedades;9111;NO;
2019;Región de La Araucanía;Cautín;Padre Las Casas;551001;Actividades de hoteles;2;*;9,583;*;1;*;1;Alojamiento turístico;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;551002;Actividades de moteles;4;*;37,500;*;3;*;1;Alojamiento turístico;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;551003;Actividades de residenciales para turistas;1;*;0,000;*;0;*;1;Alojamiento turístico;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;559001;Actividades de residenciales para estudiantes y trabajadores;1;*;0,000;*;0;*;1;Alojamiento turístico;9112;NO;
2019;Región de La Araucanía;Cautín;Padre Las Casas;559009;Otras actividades de alojamiento n.c.p.;6;*;1,583;*;0;*;1;Alojamiento turístico;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;561000;Actividades de restaurantes y de servicio móvil de comidas;56;38.364,40;35,417;3.815,5150;17;378,183;2;Actividades de provisión de alimentos y bebidas;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";16;8.281,94;2,500;169,9010;6;207,986;2;Actividades de provisión de alimentos y bebidas;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;492210;Servicios de transporte de escolares;38;13.404,92;2,167;110,1780;7;82,814;4;Transporte de pasajeros por carretera;9112;NO;
2019;Región de La Araucanía;Cautín;Padre Las Casas;492220;Servicios de transporte de trabajadores;12;3.123,98;3,500;525,6170;4;71,328;4;Transporte de pasajeros por carretera;9112;NO;
2019;Región de La Araucanía;Cautín;Padre Las Casas;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;7;*;2,417;*;0;*;4;Transporte de pasajeros por carretera;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;492240;Servicios de transporte a turistas;15;6.286,61;1,583;208,3830;3;64,302;4;Transporte de pasajeros por carretera;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;492250;Transporte de pasajeros en buses interurbanos;4;*;1,000;*;0;*;4;Transporte de pasajeros por carretera;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;40;44.538,41;21,000;2.676,1560;17;1.405,897;4;Transporte de pasajeros por carretera;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;511000;Transporte de pasajeros por vía aérea;1;*;3,583;*;1;*;6;Transporte aéreo de pasajeros;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;771000;Alquiler de vehículos automotores sin chofer;18;91.951,01;54,750;39.986,0910;5;1.675,503;7;Alquiler de equipos de transporte;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;791100;Actividades de agencias de viajes;1;*;0,000;*;0;*;8;Actividades de agencias de viajes y de otros servicios de reservas;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;6;*;2,000;*;11;*;9;Actividades culturales;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;900009;Otras actividades creativas, artísticas y de entretenimiento n.c.p.;1;*;0,000;*;0;*;9;Actividades culturales;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;910300;Actividades de jardines botánicos, zoológicos y reservas naturales;1;*;0,000;*;0;*;9;Actividades culturales;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;772100;Alquiler y arrendamiento de equipo recreativo y deportivo;2;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;920090;Otras actividades de juegos de azar y apuestas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;931901;Promoción y organización de competencias deportivas;2;*;0,833;*;5;*;10;Actividades deportivas y recreativas;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;931909;Otras actividades deportivas n.c.p.;1;*;3,750;*;10;*;10;Actividades deportivas y recreativas;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;932909;Otras actividades de esparcimiento y recreativas n.c.p.;16;2.500,13;0,167;16,7420;2;36,983;10;Actividades deportivas y recreativas;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;11;1.217,74;0,000;0,0000;2;31,934;11;Comercio al por menor de bienes característicos del turismo;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;24;153.521,31;22,917;4.135,4180;16;2.489,771;12;Actividades relacionadas con segundos hogares y multipropiedades;9112;SI;
2019;Región de La Araucanía;Cautín;Padre Las Casas;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;27;36.487,18;9,417;2.144,5990;5;968,834;12;Actividades relacionadas con segundos hogares y multipropiedades;9112;NO;
2019;Región de La Araucanía;Cautín;Padre Las Casas;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;3;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9112;SI;
2019;Región de La Araucanía;Cautín;Perquenco;559001;Actividades de residenciales para estudiantes y trabajadores;2;*;0,000;*;1;*;1;Alojamiento turístico;9113;NO;
2019;Región de La Araucanía;Cautín;Perquenco;561000;Actividades de restaurantes y de servicio móvil de comidas;13;4.611,36;2,083;337,1020;4;90,441;2;Actividades de provisión de alimentos y bebidas;9113;SI;
2019;Región de La Araucanía;Cautín;Perquenco;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";1;*;0,000;*;0;*;2;Actividades de provisión de alimentos y bebidas;9113;SI;
2019;Región de La Araucanía;Cautín;Perquenco;492210;Servicios de transporte de escolares;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9113;NO;
2019;Región de La Araucanía;Cautín;Perquenco;492220;Servicios de transporte de trabajadores;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9113;NO;
2019;Región de La Araucanía;Cautín;Perquenco;492250;Transporte de pasajeros en buses interurbanos;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9113;SI;
2019;Región de La Araucanía;Cautín;Perquenco;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;5;*;17,083;*;0;*;4;Transporte de pasajeros por carretera;9113;SI;
2019;Región de La Araucanía;Cautín;Perquenco;771000;Alquiler de vehículos automotores sin chofer;1;*;0,000;*;0;*;7;Alquiler de equipos de transporte;9113;SI;
