Año Comercial;Region del domicilio o casa matriz;Provincia del domicilio o casa matriz;Comuna del domicilio o casa matriz;Actividad economica;Glosa actividad economica;Número de empresas;Ventas anuales en UF;Trabajadores dependientes informados ponderados;Renta neta informada;Trabajadores a honorarios ponderados por meses trabajados;Honorarios pagados informados;COD_ACT;ACT;CUT_comuna;ACT Prioritaria;
2019;Región de La Araucanía;Cautín;Carahue;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;1;*;0,000;*;1;*;2;Actividades de provisión de alimentos y bebidas;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;492210;Servicios de transporte de escolares;25;21.505,47;8,000;260,1660;6;139,167;4;Transporte de pasajeros por carretera;9102;NO;
2019;Región de La Araucanía;Cautín;Carahue;492220;Servicios de transporte de trabajadores;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9102;NO;
2019;Región de La Araucanía;Cautín;Carahue;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;492240;Servicios de transporte a turistas;1;*;0,417;*;0;*;4;Transporte de pasajeros por carretera;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;15;4.189,17;2,000;104,8090;1;6,120;4;Transporte de pasajeros por carretera;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;501100;Transporte de pasajeros marítimo y de cabotaje;1;*;0,000;*;0;*;5;Transporte de pasajeros por agua;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;502100;Transporte de pasajeros por vías de navegación interiores;1;*;0,000;*;0;*;5;Transporte de pasajeros por agua;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;771000;Alquiler de vehículos automotores sin chofer;21;14.346,55;5,917;732,3740;4;43,638;7;Alquiler de equipos de transporte;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;791200;Actividades de operadores turísticos;1;*;0,000;*;0;*;8;Actividades de agencias de viajes y de otros servicios de reservas;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;2;*;0,000;*;1;*;9;Actividades culturales;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;900002;Actividades artísticas realizadas por bandas de música, compañías de teatro, circenses y similares;1;*;0,000;*;0;*;9;Actividades culturales;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;920090;Otras actividades de juegos de azar y apuestas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;931909;Otras actividades deportivas n.c.p.;1;*;0,000;*;1;*;10;Actividades deportivas y recreativas;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";3;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;932909;Otras actividades de esparcimiento y recreativas n.c.p.;4;*;0,167;*;2;*;10;Actividades deportivas y recreativas;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;2;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;3;*;0,083;*;1;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9102;SI;
2019;Región de La Araucanía;Cautín;Carahue;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;5;*;0,000;*;3;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9102;NO;
2019;Región de La Araucanía;Cautín;Cunco;551001;Actividades de hoteles;3;*;1,000;*;0;*;1;Alojamiento turístico;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;551009;Otras actividades de alojamiento para turistas n.c.p.;1;*;0,000;*;0;*;1;Alojamiento turístico;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;559001;Actividades de residenciales para estudiantes y trabajadores;7;*;7,833;*;5;*;1;Alojamiento turístico;9103;NO;
2019;Región de La Araucanía;Cautín;Cunco;559009;Otras actividades de alojamiento n.c.p.;17;7.031,87;3,000;156,2040;7;79,751;1;Alojamiento turístico;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;561000;Actividades de restaurantes y de servicio móvil de comidas;48;20.295,11;13,167;1.667,1930;27;308,127;2;Actividades de provisión de alimentos y bebidas;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";10;*;1,000;*;2;*;2;Actividades de provisión de alimentos y bebidas;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;492210;Servicios de transporte de escolares;13;12.049,07;3,833;445,9760;3;64,832;4;Transporte de pasajeros por carretera;9103;NO;
2019;Región de La Araucanía;Cautín;Cunco;492240;Servicios de transporte a turistas;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;492250;Transporte de pasajeros en buses interurbanos;3;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;10;*;2,333;*;1;*;4;Transporte de pasajeros por carretera;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;771000;Alquiler de vehículos automotores sin chofer;1;*;0,000;*;0;*;7;Alquiler de equipos de transporte;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;791100;Actividades de agencias de viajes;2;*;0,000;*;0;*;8;Actividades de agencias de viajes y de otros servicios de reservas;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;1;*;0,000;*;0;*;9;Actividades culturales;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;931909;Otras actividades deportivas n.c.p.;2;*;0,000;*;2;*;10;Actividades deportivas y recreativas;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;932909;Otras actividades de esparcimiento y recreativas n.c.p.;4;*;1,000;*;1;*;10;Actividades deportivas y recreativas;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;5;*;0,000;*;1;*;11;Comercio al por menor de bienes característicos del turismo;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;3;*;1,000;*;1;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9103;SI;
2019;Región de La Araucanía;Cautín;Cunco;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;9;*;2,000;*;4;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9103;NO;
2019;Región de La Araucanía;Cautín;Curarrehue;551001;Actividades de hoteles;2;*;0,417;*;1;*;1;Alojamiento turístico;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;551009;Otras actividades de alojamiento para turistas n.c.p.;1;*;0,000;*;0;*;1;Alojamiento turístico;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;552000;Actividades de camping y de parques para casas rodantes;2;*;0,000;*;0;*;1;Alojamiento turístico;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;559001;Actividades de residenciales para estudiantes y trabajadores;2;*;0,000;*;1;*;1;Alojamiento turístico;9104;NO;
2019;Región de La Araucanía;Cautín;Curarrehue;559009;Otras actividades de alojamiento n.c.p.;9;*;0,000;*;1;*;1;Alojamiento turístico;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;561000;Actividades de restaurantes y de servicio móvil de comidas;27;14.605,73;10,417;1.195,4370;11;177,828;2;Actividades de provisión de alimentos y bebidas;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";4;*;0,500;*;1;*;2;Actividades de provisión de alimentos y bebidas;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;492210;Servicios de transporte de escolares;6;*;0,833;*;1;*;4;Transporte de pasajeros por carretera;9104;NO;
2019;Región de La Araucanía;Cautín;Curarrehue;492220;Servicios de transporte de trabajadores;2;*;3,750;*;2;*;4;Transporte de pasajeros por carretera;9104;NO;
2019;Región de La Araucanía;Cautín;Curarrehue;492240;Servicios de transporte a turistas;3;*;1,167;*;1;*;4;Transporte de pasajeros por carretera;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;492250;Transporte de pasajeros en buses interurbanos;1;*;1,000;*;0;*;4;Transporte de pasajeros por carretera;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;4;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;791100;Actividades de agencias de viajes;2;*;0,083;*;0;*;8;Actividades de agencias de viajes y de otros servicios de reservas;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;791200;Actividades de operadores turísticos;1;*;0,000;*;0;*;8;Actividades de agencias de viajes y de otros servicios de reservas;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;931909;Otras actividades deportivas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;932909;Otras actividades de esparcimiento y recreativas n.c.p.;5;*;1,000;*;0;*;10;Actividades deportivas y recreativas;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;6;*;0,000;*;1;*;11;Comercio al por menor de bienes característicos del turismo;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;2;*;0,417;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9104;SI;
2019;Región de La Araucanía;Cautín;Curarrehue;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;2;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9104;NO;
2019;Región de La Araucanía;Cautín;Freire;551001;Actividades de hoteles;3;*;0,000;*;1;*;1;Alojamiento turístico;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;551003;Actividades de residenciales para turistas;1;*;0,000;*;1;*;1;Alojamiento turístico;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;551009;Otras actividades de alojamiento para turistas n.c.p.;1;*;0,000;*;0;*;1;Alojamiento turístico;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;559001;Actividades de residenciales para estudiantes y trabajadores;1;*;0,000;*;0;*;1;Alojamiento turístico;9105;NO;
2019;Región de La Araucanía;Cautín;Freire;559009;Otras actividades de alojamiento n.c.p.;9;*;3,750;*;2;*;1;Alojamiento turístico;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;561000;Actividades de restaurantes y de servicio móvil de comidas;30;46.386,25;35,750;4.412,4110;15;283,325;2;Actividades de provisión de alimentos y bebidas;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";6;*;0,000;*;2;*;2;Actividades de provisión de alimentos y bebidas;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;492210;Servicios de transporte de escolares;8;*;1,667;*;2;*;4;Transporte de pasajeros por carretera;9105;NO;
2019;Región de La Araucanía;Cautín;Freire;492220;Servicios de transporte de trabajadores;5;*;2,167;*;1;*;4;Transporte de pasajeros por carretera;9105;NO;
2019;Región de La Araucanía;Cautín;Freire;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;4;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;492240;Servicios de transporte a turistas;4;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;492250;Transporte de pasajeros en buses interurbanos;3;*;1,000;*;0;*;4;Transporte de pasajeros por carretera;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;5;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;771000;Alquiler de vehículos automotores sin chofer;4;*;2,750;*;1;*;7;Alquiler de equipos de transporte;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;900003;Actividades de artistas realizadas de forma independiente: actores, músicos, escritores, entre otros;1;*;0,000;*;0;*;9;Actividades culturales;9105;NO;
2019;Región de La Araucanía;Cautín;Freire;931901;Promoción y organización de competencias deportivas;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";2;*;1,000;*;2;*;10;Actividades deportivas y recreativas;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;932909;Otras actividades de esparcimiento y recreativas n.c.p.;2;*;4,083;*;1;*;10;Actividades deportivas y recreativas;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;5;*;0,000;*;2;*;11;Comercio al por menor de bienes característicos del turismo;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;4;*;7,000;*;7;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9105;SI;
2019;Región de La Araucanía;Cautín;Freire;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;9;*;7,250;*;3;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9105;NO;
2019;Región de La Araucanía;Cautín;Galvarino;551003;Actividades de residenciales para turistas;1;*;0,000;*;1;*;1;Alojamiento turístico;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;559001;Actividades de residenciales para estudiantes y trabajadores;2;*;0,000;*;1;*;1;Alojamiento turístico;9106;NO;
2019;Región de La Araucanía;Cautín;Galvarino;561000;Actividades de restaurantes y de servicio móvil de comidas;7;*;2,083;*;1;*;2;Actividades de provisión de alimentos y bebidas;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";5;*;1,000;*;2;*;2;Actividades de provisión de alimentos y bebidas;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;492210;Servicios de transporte de escolares;10;*;1,583;*;2;*;4;Transporte de pasajeros por carretera;9106;NO;
2019;Región de La Araucanía;Cautín;Galvarino;492220;Servicios de transporte de trabajadores;9;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9106;NO;
2019;Región de La Araucanía;Cautín;Galvarino;492240;Servicios de transporte a turistas;1;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;492250;Transporte de pasajeros en buses interurbanos;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;7;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;771000;Alquiler de vehículos automotores sin chofer;1;*;0,000;*;0;*;7;Alquiler de equipos de transporte;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;1;*;0,000;*;1;*;9;Actividades culturales;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;900004;Servicios prestados por periodistas independientes;1;*;0,000;*;0;*;9;Actividades culturales;9106;NO;
2019;Región de La Araucanía;Cautín;Galvarino;931909;Otras actividades deportivas n.c.p.;1;*;0,583;*;1;*;10;Actividades deportivas y recreativas;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;932909;Otras actividades de esparcimiento y recreativas n.c.p.;1;*;1,667;*;0;*;10;Actividades deportivas y recreativas;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;1;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;1;*;0,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9106;SI;
2019;Región de La Araucanía;Cautín;Galvarino;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;2;*;0,000;*;1;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9106;NO;
2019;Región de La Araucanía;Cautín;Gorbea;551001;Actividades de hoteles;2;*;0,000;*;0;*;1;Alojamiento turístico;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;551002;Actividades de moteles;1;*;0,000;*;0;*;1;Alojamiento turístico;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;551009;Otras actividades de alojamiento para turistas n.c.p.;1;*;0,000;*;0;*;1;Alojamiento turístico;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;559001;Actividades de residenciales para estudiantes y trabajadores;3;*;0,000;*;1;*;1;Alojamiento turístico;9107;NO;
2019;Región de La Araucanía;Cautín;Gorbea;559009;Otras actividades de alojamiento n.c.p.;3;*;1,833;*;1;*;1;Alojamiento turístico;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;561000;Actividades de restaurantes y de servicio móvil de comidas;43;22.443,54;12,250;1.304,9290;23;365,498;2;Actividades de provisión de alimentos y bebidas;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";1;*;3,167;*;1;*;2;Actividades de provisión de alimentos y bebidas;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;492210;Servicios de transporte de escolares;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9107;NO;
2019;Región de La Araucanía;Cautín;Gorbea;492220;Servicios de transporte de trabajadores;4;*;0,000;*;1;*;4;Transporte de pasajeros por carretera;9107;NO;
2019;Región de La Araucanía;Cautín;Gorbea;492230;Servicios de transporte de pasajeros en taxis libres y radiotaxis;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;492240;Servicios de transporte a turistas;2;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;492250;Transporte de pasajeros en buses interurbanos;4;*;26,750;*;1;*;4;Transporte de pasajeros por carretera;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;8;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;771000;Alquiler de vehículos automotores sin chofer;1;*;0,000;*;0;*;7;Alquiler de equipos de transporte;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;900002;Actividades artísticas realizadas por bandas de música, compañías de teatro, circenses y similares;2;*;0,917;*;1;*;9;Actividades culturales;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;900004;Servicios prestados por periodistas independientes;1;*;0,000;*;0;*;9;Actividades culturales;9107;NO;
2019;Región de La Araucanía;Cautín;Gorbea;900009;Otras actividades creativas, artísticas y de entretenimiento n.c.p.;1;*;0,000;*;0;*;9;Actividades culturales;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;910200;Actividades de museos, gestión de lugares y edificios históricos;2;*;0,000;*;0;*;9;Actividades culturales;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;932100;Actividades de parques de atracciones y parques temáticos;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";3;*;0,000;*;2;*;10;Actividades deportivas y recreativas;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;932909;Otras actividades de esparcimiento y recreativas n.c.p.;1;*;0,000;*;0;*;10;Actividades deportivas y recreativas;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;10;*;0,833;*;5;*;11;Comercio al por menor de bienes característicos del turismo;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;6;*;4,250;*;2;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9107;SI;
2019;Región de La Araucanía;Cautín;Gorbea;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;5;*;3,000;*;2;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9107;NO;
2019;Región de La Araucanía;Cautín;Lautaro;551001;Actividades de hoteles;5;*;1,000;*;1;*;1;Alojamiento turístico;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;559001;Actividades de residenciales para estudiantes y trabajadores;6;*;12,667;*;2;*;1;Alojamiento turístico;9108;NO;
2019;Región de La Araucanía;Cautín;Lautaro;559009;Otras actividades de alojamiento n.c.p.;5;*;0,583;*;1;*;1;Alojamiento turístico;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;561000;Actividades de restaurantes y de servicio móvil de comidas;82;65.961,62;81,083;9.862,6010;37;442,928;2;Actividades de provisión de alimentos y bebidas;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";16;23.630,66;26,833;3.030,8330;6;88,587;2;Actividades de provisión de alimentos y bebidas;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;563001;Actividades de discotecas y cabaret (night club), con predominio del servicio de bebidas;1;*;4,583;*;0;*;2;Actividades de provisión de alimentos y bebidas;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;563009;Otras actividades de servicio de bebidas n.c.p.;3;*;3,417;*;1;*;2;Actividades de provisión de alimentos y bebidas;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;492210;Servicios de transporte de escolares;30;25.012,00;2,500;134,2790;5;35,294;4;Transporte de pasajeros por carretera;9108;NO;
2019;Región de La Araucanía;Cautín;Lautaro;492220;Servicios de transporte de trabajadores;5;*;2,833;*;0;*;4;Transporte de pasajeros por carretera;9108;NO;
2019;Región de La Araucanía;Cautín;Lautaro;492240;Servicios de transporte a turistas;6;*;0,583;*;1;*;4;Transporte de pasajeros por carretera;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;492250;Transporte de pasajeros en buses interurbanos;6;*;0,250;*;1;*;4;Transporte de pasajeros por carretera;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;24;7.164,01;4,583;489,8610;4;90,220;4;Transporte de pasajeros por carretera;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;771000;Alquiler de vehículos automotores sin chofer;11;9.900,53;3,917;600,2950;2;505,416;7;Alquiler de equipos de transporte;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;900001;Servicios de producción de obras de teatro, conciertos, espectáculos de danza, otras prod. escénicas;5;*;2,000;*;2;*;9;Actividades culturales;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;931109;Gestión de otras instalaciones deportivas n.c.p.;1;*;0,000;*;2;*;10;Actividades deportivas y recreativas;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;931909;Otras actividades deportivas n.c.p.;1;*;0,417;*;0;*;10;Actividades deportivas y recreativas;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;932901;"Gestión de salas de pool; gestión (explotación) de juegos electrónicos";2;*;0,417;*;1;*;10;Actividades deportivas y recreativas;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;932909;Otras actividades de esparcimiento y recreativas n.c.p.;12;3.535,66;1,000;90,5220;0;1,208;10;Actividades deportivas y recreativas;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;477396;Venta al por menor de recuerdos, artesanías y artículos religiosos en comercios especializados;5;*;0,000;*;0;*;11;Comercio al por menor de bienes característicos del turismo;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;681011;Alquiler de bienes inmuebles amoblados o con equipos y maquinarias;9;*;6,917;*;3;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9108;SI;
2019;Región de La Araucanía;Cautín;Lautaro;681012;Compra, venta y alquiler (excepto amoblados) de inmuebles;34;52.121,79;22,167;6.852,0250;17;4.433,158;12;Actividades relacionadas con segundos hogares y multipropiedades;9108;NO;
2019;Región de La Araucanía;Cautín;Lautaro;682000;Actividades inmobiliarias realizadas a cambio de una retribución o por contrata;3;*;1,000;*;0;*;12;Actividades relacionadas con segundos hogares y multipropiedades;9108;SI;
2019;Región de La Araucanía;Cautín;Loncoche;551001;Actividades de hoteles;1;*;0,417;*;1;*;1;Alojamiento turístico;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;551009;Otras actividades de alojamiento para turistas n.c.p.;1;*;0,000;*;0;*;1;Alojamiento turístico;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;552000;Actividades de camping y de parques para casas rodantes;1;*;0,000;*;0;*;1;Alojamiento turístico;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;559001;Actividades de residenciales para estudiantes y trabajadores;4;*;1,917;*;2;*;1;Alojamiento turístico;9109;NO;
2019;Región de La Araucanía;Cautín;Loncoche;559009;Otras actividades de alojamiento n.c.p.;11;9.734,75;8,250;889,4980;6;209,719;1;Alojamiento turístico;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;561000;Actividades de restaurantes y de servicio móvil de comidas;47;25.180,09;36,000;3.684,3680;19;320,392;2;Actividades de provisión de alimentos y bebidas;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;562900;"Suministro industrial de comidas por encargo; concesión de servicios de alimentación";14;3.474,67;2,083;234,9890;1;10,746;2;Actividades de provisión de alimentos y bebidas;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;492210;Servicios de transporte de escolares;13;7.676,32;3,417;283,8460;1;13,660;4;Transporte de pasajeros por carretera;9109;NO;
2019;Región de La Araucanía;Cautín;Loncoche;492220;Servicios de transporte de trabajadores;5;*;0,000;*;0;*;4;Transporte de pasajeros por carretera;9109;NO;
2019;Región de La Araucanía;Cautín;Loncoche;492240;Servicios de transporte a turistas;2;*;5,667;*;0;*;4;Transporte de pasajeros por carretera;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;492250;Transporte de pasajeros en buses interurbanos;2;*;6,083;*;0;*;4;Transporte de pasajeros por carretera;9109;SI;
2019;Región de La Araucanía;Cautín;Loncoche;492290;Otras actividades de transporte de pasajeros por vía terrestre n.c.p.;20;5.354,12;8,000;791,9230;0;0,000;4;Transporte de pasajeros por carretera;9109;SI;
